Region,Site,PlotMix,CodeOriginal,Code,Name,SpeciesSeeded
Sonoran SE,Patagonia,Warm,3 individual ARPUs  and a BOCU,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,3 small ARPUs 1 on north border of subplot and other 2 in southwest section of plot,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU a few individuals,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU about 5 individuals and an individual BAMU resprouting at base,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Southwest pit has 1 BAMU and 4 small ARPUs. Northwest pit has 2 medium and 2 small ARPUs and 1 dreid up SECO. There are a few more small to medium sized ARPUs throughout,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU a few small tufts and 1 taller,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU numerous individuals,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU multiple individuals,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,At least 10 ARPUs throughout small to large in size,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU small tufts and a tall individual,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,ARPU many small tufts and some with seed,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Possible ACHY near southwest corner (2 certainty) and about 10 ARPU small to medium in size with 2 of them next to the subplot but not quite in,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"ARPU many individuals, BAMU 1 individual, PLMU (2) 1 individual, ACHY (2) 1 individual",ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPU and small/medium BOCU near the NE corner and a couple tiny SECOs,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small/medium to large ARPUs and small to large BOCU throughout,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple small to medium ARPUs and BOCUs along with a possible PLMU (rough feeling leaves and similar seeds) with a couple small/medium BAMU that are in or near the N half of the pits and a couple small SECO seedlings sprinkled throughout,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs and BOCUs along with a couple small SECOs as well as a possible PLMU in the middle (rough feeling and membranous ligule but no seed heads),ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Couple small to medium ARPUs throughout and a couple small SECOs in N half of the plot typically hidden under/using ERCU as a shade plant,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Medium to large ARPUs throughout and a couple small and medium BOCUs near the N conmods and a few teeny tiny SECOs near conmods as well,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple small to large ARPUs throughout along with a large BAMU in center and a medium sized BOCU in the NW section,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"Medium SECO in/near NW pit with a couple tiny seedlings scattered throughout, medium BAMU in the middle, a few small to medium/large ARPUs sprinkled throughout, possibly a small ACHY in SE section (wirey leaf blades that clasp the stem, hairs at the node, only one seed head but similar to examples)",ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to medium ARPUs throughout and small/medium BAMU near the NE edge,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs throughout and a couple of small SECOs,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs throughout along with a tiny baby SECO seedling in SE section,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to medium/large ARPUs throughout especially in the S half of the plot,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"Multiple ARPUs small to large sized throughout, possible ACHY in the SE pit, and a couple teeny tiny SECOs in/around some of the pits",ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to medium ARPUs throughout and a few tiny to small SECOs mostly near the conmods,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"Possible couple small ASTUs along with multiple medium to extra large ARPUs, possibly a few BAMU seedlings as well as a couple tiny to small SECOs throughout",ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large ARPUs and large BAMU along the N edge of the plot along with possible tiny seedlings in same pits,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPUs and BOCUs along the northeast edge,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large BOCUs and ARPUs throughout but mostly near and aroudn conmods,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multipke medium to large ARPUs and BOCUs as well as a BAMU in the northeast corner but it doesnt have any new/living growth yet,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPUs and BOCUs (mostly ARPUs) as well as a possible PLMU in the center of the plot,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Few small to medium ARPUs spaced throughout,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPUs throughout and a couple small BOCUs near and among the conmods,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple small to large sized ARPUs spread throughout and a medium sized BOCU in the northwest corner,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"No new growth or green vegetation on SECO in the northwest pit but still there, there's a BAMU in the southwest pit as well, possibly ACHY in the south half of the plot, multiple medium to large sized ARPUs mostly in and/or near pits but not all",ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large ARPUs mostly in/near conmods,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large ARPUS,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs throughout especially in the south half of the plot,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"Multiple medium to large ARPUs and possibly and ACHY seedling in the southeast pit (wirey, narrow, clasping blades)",ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large ARPUs throught and SECo in the northwest corner under an ERCU,ARPU9,Aristida purpurea,NA
Sonoran SE,Patagonia,Warm,"Possible couple small ASTUs along with multiple medium to extra large ARPUs, possibly a few BAMU seedlings as well as a couple tiny to small SECOs throughout",ASTU,Asclepias tuberosa,NA
Sonoran SE,Patagonia,Warm,A few ARPUs and young BOCUs mostly near/in the south half except for a smaller ARPU in the northwest and a BAMU just north of subplot,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,ARPU about 5 individuals and an individual BAMU resprouting at base,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,Southwest pit has 1 BAMU and 4 small ARPUs. Northwest pit has 2 medium and 2 small ARPUs and 1 dreid up SECO. There are a few more small to medium sized ARPUs throughout,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,"ARPU many individuals, BAMU 1 individual, PLMU (2) 1 individual, ACHY (2) 1 individual",BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,Multiple small to medium ARPUs and BOCUs along with a possible PLMU (rough feeling leaves and similar seeds) with a couple small/medium BAMU that are in or near the N half of the pits and a couple small SECO seedlings sprinkled throughout,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,Multiple small to large ARPUs throughout along with a large BAMU in center and a medium sized BOCU in the NW section,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,"Medium SECO in/near NW pit with a couple tiny seedlings scattered throughout, medium BAMU in the middle, a few small to medium/large ARPUs sprinkled throughout, possibly a small ACHY in SE section (wirey leaf blades that clasp the stem, hairs at the node, only one seed head but similar to examples)",BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,Small to medium ARPUs throughout and small/medium BAMU near the NE edge,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,"Possible couple small ASTUs along with multiple medium to extra large ARPUs, possibly a few BAMU seedlings as well as a couple tiny to small SECOs throughout",BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,Multipke medium to large ARPUs and BOCUs as well as a BAMU in the northeast corner but it doesnt have any new/living growth yet,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,"No new growth or green vegetation on SECO in the northwest pit but still there, there's a BAMU in the southwest pit as well, possibly ACHY in the south half of the plot, multiple medium to large sized ARPUs mostly in and/or near pits but not all",BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,No new growth on the BAMU in the northeast corner yet,BAMU,Baileya multiradiata,NA
Sonoran SE,Patagonia,Warm,Large BOCU in the southeast with a few small ones throughout and about 5 ARPUs small to large in size that're mostly near the conmods,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,A few ARPUs and young BOCUs mostly near/in the south half except for a smaller ARPU in the northwest and a BAMU just north of subplot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,3 individual ARPUs  and a BOCU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPU and small/medium BOCU near the NE corner and a couple tiny SECOs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Small/medium to large ARPUs and small to large BOCU throughout,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple small to medium ARPUs and BOCUs along with a possible PLMU (rough feeling leaves and similar seeds) with a couple small/medium BAMU that are in or near the N half of the pits and a couple small SECO seedlings sprinkled throughout,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs and BOCUs along with a couple small SECOs as well as a possible PLMU in the middle (rough feeling and membranous ligule but no seed heads),BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Medium to large ARPUs throughout and a couple small and medium BOCUs near the N conmods and a few teeny tiny SECOs near conmods as well,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple small to large ARPUs throughout along with a large BAMU in center and a medium sized BOCU in the NW section,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large ARPUs and large BAMU along the N edge of the plot along with possible tiny seedlings in same pits,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPUs and BOCUs along the northeast edge,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large BOCUs and ARPUs throughout but mostly near and aroudn conmods,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multipke medium to large ARPUs and BOCUs as well as a BAMU in the northeast corner but it doesnt have any new/living growth yet,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPUs and BOCUs (mostly ARPUs) as well as a possible PLMU in the center of the plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPUs throughout and a couple small BOCUs near and among the conmods,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Warm,Multiple small to large sized ARPUs spread throughout and a medium sized BOCU in the northwest corner,BOCU,Bouteloua curtipendula,NA
Sonoran SE,Patagonia,Medium,Bouteloua on W edge but almost positive it's BOGR (blue gramma) not BOER (black gramma),BOGR2,Bouteloua gracilis,NA
Sonoran SE,Patagonia,Medium,Blue grama BOGR in the S half of the plot don't confuse with black grama BOER,BOGR2,Bouteloua gracilis,NA
Sonoran SE,Patagonia,Medium,"Possibly small POSE and SPCR in the S half of the plot, BLUE grama not BLACK",BOGR2,Bouteloua gracilis,NA
Sonoran SE,Patagonia,Medium,"Possible SPCR in subplot, Blue not Black grama",BOGR2,Bouteloua gracilis,NA
Sonoran SE,Patagonia,Medium,SW conmod is overgrown with Blue grama but NO black grama but thee's a possible young PEPA by the NW conmod,BOGR2,Bouteloua gracilis,NA
Sonoran SE,Patagonia,Medium,More Blue grama Don't confuse with Black,BOGR2,Bouteloua gracilis,NA
Sonoran SE,Patagonia,Medium,MATA seedling in southwest section,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,MATA is the SW corner,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,There're a couple potential MATA seedlings near/under a couple of the larger grass bunches however if not MATA than 0% seeded species cover,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,Possible MATA seedlings in the northwest pit and possibly a SPCR seedling but if neither than seeded species cover would be 0%,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,Possibly a couple of MATA seedlings and possibly a SPCR seedling in the subplot,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,A few possible small SPCRs and a couple MATA seedlings all in the pits,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,MATA seedlings in the southeast corner of the plot,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,Patagonia,Medium,SW conmod is overgrown with Blue grama but NO black grama but thee's a possible young PEPA by the NW conmod,PEPA8,Penstemon palmeri,NA
Sonoran SE,Patagonia,Medium,Might possibly be a small POSE,POSE,Poa secunda,NA
Sonoran SE,Patagonia,Medium,"Possibly small POSE and SPCR in the S half of the plot, BLUE grama not BLACK",POSE,Poa secunda,NA
Sonoran SE,Patagonia,Medium,"Possible small SPCR near middle of the east edge (no tiller, culm, or seed heads but fuzziness/hairs at the ligule) and possible POSE next to the subplot (all leaf blades and midvein on bottome) if not than 0% seeded species cover",POSE,Poa secunda,NA
Sonoran SE,Patagonia,Warm,Southwest pit has 1 BAMU and 4 small ARPUs. Northwest pit has 2 medium and 2 small ARPUs and 1 dreid up SECO. There are a few more small to medium sized ARPUs throughout,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Multiple medium to large ARPU and small/medium BOCU near the NE corner and a couple tiny SECOs,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Multiple small to medium ARPUs and BOCUs along with a possible PLMU (rough feeling leaves and similar seeds) with a couple small/medium BAMU that are in or near the N half of the pits and a couple small SECO seedlings sprinkled throughout,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs and BOCUs along with a couple small SECOs as well as a possible PLMU in the middle (rough feeling and membranous ligule but no seed heads),SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Medium,Not in the Med mix but there are a couple young SECOs,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Couple small to medium ARPUs throughout and a couple small SECOs in N half of the plot typically hidden under/using ERCU as a shade plant,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Medium to large ARPUs throughout and a couple small and medium BOCUs near the N conmods and a few teeny tiny SECOs near conmods as well,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,"Medium SECO in/near NW pit with a couple tiny seedlings scattered throughout, medium BAMU in the middle, a few small to medium/large ARPUs sprinkled throughout, possibly a small ACHY in SE section (wirey leaf blades that clasp the stem, hairs at the node, only one seed head but similar to examples)",SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs throughout and a couple of small SECOs,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Small to large ARPUs throughout along with a tiny baby SECO seedling in SE section,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,"Multiple ARPUs small to large sized throughout, possible ACHY in the SE pit, and a couple teeny tiny SECOs in/around some of the pits",SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Small to medium ARPUs throughout and a few tiny to small SECOs mostly near the conmods,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,"Possible couple small ASTUs along with multiple medium to extra large ARPUs, possibly a few BAMU seedlings as well as a couple tiny to small SECOs throughout",SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,"No new growth or green vegetation on SECO in the northwest pit but still there, there's a BAMU in the southwest pit as well, possibly ACHY in the south half of the plot, multiple medium to large sized ARPUs mostly in and/or near pits but not all",SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Warm,Multiple medium to extra large ARPUs throught and SECo in the northwest corner under an ERCU,SECO10,Senna covesii,NA
Sonoran SE,Patagonia,Medium,"Possibly small POSE and SPCR in the S half of the plot, BLUE grama not BLACK",SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,"Possible SPCR in subplot, Blue not Black grama",SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,A few possible small SPCR in/around some of the pits,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,Possibly a small SPCR in the S half,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,"Possible small SPCR near middle of the east edge (no tiller, culm, or seed heads but fuzziness/hairs at the ligule) and possible POSE next to the subplot (all leaf blades and midvein on bottome) if not than 0% seeded species cover",SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,Possibly a couple of small SPCRs in/near the northeast pit but if not than 0%,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,Possible MATA seedlings in the northwest pit and possibly a SPCR seedling but if neither than seeded species cover would be 0%,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,Possibly a couple of MATA seedlings and possibly a SPCR seedling in the subplot,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,A few possible small SPCRs and a couple MATA seedlings all in the pits,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,Patagonia,Medium,Possibly a SPCR,SPCR,Sporobolus cryptandrus,NA
Sonoran SE,SRER,Warm,Some type of Aristida possibly and ARPU and maybe 1 small maybe BOCU near subplot that's been grazed down,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a couple potential BOCU nubs and a possible ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,A few possible ARPUs (2 certainty) or other ARsp. (ARTE),ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,1 full BOCU (3) in the northwest corner. A couple potentially smaller grazed down ones throughout as well as a couple potential ARPUs (2),ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Multiple BOCU's medium-large and a possible medium sized ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Couple medium sized ARPUs (not completely sure 2/3 on certainty of ID) and a large BOCU right next to the NW plot marker rooted just outside of the plot but some overhangs into the plot,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,"Possible ARPUs, SECO seedling in subplot",ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Medium sized BOCU and ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Multiple med to extra large BOCUs and a few small to large ARPUs,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a possible ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,BOCU partially in/on the west edge of the plot and a possible ARPU,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Aristida species between the northeast and southeast pits possibly an ARPU if not than seeded species cover would be 0%,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Multiple BOCUS and a couple possible ARPUs throughout,ARPU9,Aristida purpurea,NA
Sonoran SE,SRER,Warm,Possibly a young ASTU if not seeded species cover is 0%,ASTU,Asclepias tuberosa,NA
Sonoran SE,SRER,Warm,Quite a few small tp extra large BOCUs throughout along with a possible ASTU,ASTU,Asclepias tuberosa,NA
Sonoran SE,SRER,Warm,BAMU,BAMU,Baileya multiradiata,NA
Sonoran SE,SRER,Warm,Probable BOCUs with apparent grazing,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Medium,More of what we called BOCU in last plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,1 BOCU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Medium,Possible BOCUs but not in this mix,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Possibly a BOCU but has been grazed down completely and hard to confirm,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a couple potential BOCU nubs and a possible ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Possibly 2 BOCUs (2 certainty) but very little green left to help identify,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Potentially 3 or 4 BOCU (1 certainty) and possibly an ARPU (2) or othe ARsp. hard to be certain because all the grasses have been grazed down to nubs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,1 full BOCU (3) in the northwest corner. A couple potentially smaller grazed down ones throughout as well as a couple potential ARPUs (2),BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple BOCU's medium-large and a possible medium sized ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Couple medium sized ARPUs (not completely sure 2/3 on certainty of ID) and a large BOCU right next to the NW plot marker rooted just outside of the plot but some overhangs into the plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Extra large BOCU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Large and medium BOCUs in plot,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Couple extra large BOCUs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Extra large to medium large BOCUs throughout and at least 2 tiny SECO near/in SE pit and NE/subplot pit,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Medium sized BOCU and ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Medium BOCU mostly rooted outside of the SW side of the plot butr partially in with some overhang,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple med to extra large BOCUs and a few small to large ARPUs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Quite a few small tp extra large BOCUs throughout along with a possible ASTU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,"BOCUs with some new growth, green vegetation",BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,A couple medium sized BOCU potentails. One is for certain a BOCU if all are not and another Bouteloua species the seeded species cover would be TR,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,BOCUs,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,"Some possible BOCUs but no seed heads, tillers, culms to verify ID yet but if all are BOCUs than it's 2% seeded species cover however if none are than there are a few SECOs throught mostly found in/near the pits",BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple BOCUs throughout,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,There're multiple BOCUs and a couple possible SECO seedlings,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,A couple BOCUs and a possible ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,BOCU partially in/on the west edge of the plot and a possible ARPU,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Warm,Multiple BOCUS and a couple possible ARPUs throughout,BOCU,Bouteloua curtipendula,NA
Sonoran SE,SRER,Medium,There're a couple possible tiny MATA seedlings in some of the pits if not MATA than 0% (too small to ID for sure),MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,SRER,Medium,Possible MATA seedling species in suplot and in the NW pit if not than 0% seeded species cover,MATA2,Machaeranthera tanacetifolia,NA
Sonoran SE,SRER,Medium,PEPA (possibly),PEPA8,Penstemon palmeri,NA
Sonoran SE,SRER,Medium,Possible SPCR along the northeast edge as well as a possible PEPA seedling next to the subplot if neither than 0% seeded cover,PEPA8,Penstemon palmeri,NA
Sonoran SE,SRER,Warm,"A couple small SECOs mostly near conmods and possiblya young POSE near SE conmod, Also decent size patch (~1% cover) of SECO just near/outside N edge",POSE,Poa secunda,NA
Sonoran SE,SRER,Medium,Small POSE near SW pit,POSE,Poa secunda,NA
Sonoran SE,SRER,Medium,"There's a possible POSE (boat/canoe leaf blades, greener than other grasses currently around, it's very basal and tufted too with a membraneous ligule however if it's not than 0% seeded species cover",POSE,Poa secunda,NA
Sonoran SE,SRER,Warm,"Possible ARPUs, SECO seedling in subplot",SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,Possible young BOCU and ARPU but no seed heads yet therfor unsure ifit is than seeded species cover is 1% but if not it's trace amount because of a few SECOs all found in or near pits,SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,"A couple small SECOs mostly near conmods and possiblya young POSE near SE conmod, Also decent size patch (~1% cover) of SECO just near/outside N edge",SECO10,Senna covesii,NA
Sonoran SE,SRER,Warm,Extra large to medium large BOCUs throughout and at least 2 tiny SECO near/in SE pit and NE/subplot pit,SECO10,Senna covesii,NA
