Code,n,perc_freq,Frequency,Plant,Plot,Type
LOHU2,253,21.961805555555554,0.21961805555555552,Native recruit,total,"Native recruit, total"
LOAR12,240,20.833333333333336,0.20833333333333337,Native recruit,total,"Native recruit, total"
CHPO12,173,15.01736111111111,0.1501736111111111,Native recruit,total,"Native recruit, total"
PERE,145,12.586805555555555,0.12586805555555555,Native recruit,total,"Native recruit, total"
VUOC,133,11.54513888888889,0.1154513888888889,Native recruit,total,"Native recruit, total"
PLAR,131,11.371527777777777,0.11371527777777776,Native recruit,total,"Native recruit, total"
LAGR10,130,11.284722222222223,0.11284722222222224,Native recruit,total,"Native recruit, total"
AMCO3,117,10.15625,0.1015625,Native recruit,total,"Native recruit, total"
CRYSPP.SRER,96,8.333333333333332,0.08333333333333331,Native recruit,total,"Native recruit, total"
PEPL,93,8.072916666666668,0.08072916666666669,Native recruit,total,"Native recruit, total"
PEHE,92,7.986111111111111,0.0798611111111111,Native recruit,total,"Native recruit, total"
DICA14,87,7.552083333333333,0.07552083333333333,Native recruit,total,"Native recruit, total"
PLPA2,87,7.552083333333333,0.07552083333333333,Native recruit,total,"Native recruit, total"
LUCO,70,6.076388888888888,0.06076388888888888,Native recruit,total,"Native recruit, total"
PSCA11,70,6.076388888888888,0.06076388888888888,Native recruit,total,"Native recruit, total"
ASNU4,66,5.729166666666666,0.05729166666666666,Native recruit,total,"Native recruit, total"
ARAD,63,5.46875,0.0546875,Native recruit,total,"Native recruit, total"
PLPR3,62,5.381944444444445,0.05381944444444445,Native recruit,total,"Native recruit, total"
MENSPP.SRER,60,5.208333333333334,0.05208333333333334,Native recruit,total,"Native recruit, total"
ERPA11,57,4.947916666666666,0.04947916666666666,Native recruit,total,"Native recruit, total"
LACA7,51,4.427083333333334,0.04427083333333334,Native recruit,total,"Native recruit, total"
MONU,49,4.253472222222222,0.042534722222222224,Native recruit,total,"Native recruit, total"
AMMEI2,46,3.9930555555555554,0.03993055555555555,Native recruit,total,"Native recruit, total"
LOSTT,46,3.9930555555555554,0.03993055555555555,Native recruit,total,"Native recruit, total"
PECTO,46,3.9930555555555554,0.03993055555555555,Native recruit,total,"Native recruit, total"
CACI2,44,3.8194444444444446,0.03819444444444445,Native recruit,total,"Native recruit, total"
MEAL6,40,3.4722222222222223,0.034722222222222224,Native recruit,total,"Native recruit, total"
SIDSPP.SRER,39,3.3854166666666665,0.033854166666666664,Native recruit,total,"Native recruit, total"
MOVE,36,3.125,0.03125,Native recruit,total,"Native recruit, total"
GIST,35,3.038194444444444,0.03038194444444444,Native recruit,total,"Native recruit, total"
CRYPT.Pleasant,34,2.951388888888889,0.029513888888888888,Native recruit,total,"Native recruit, total"
SIAN2,34,2.951388888888889,0.029513888888888888,Native recruit,total,"Native recruit, total"
DAPU3,32,2.7777777777777777,0.027777777777777776,Native recruit,total,"Native recruit, total"
LOSQ,32,2.7777777777777777,0.027777777777777776,Native recruit,total,"Native recruit, total"
ESCA2,30,2.604166666666667,0.02604166666666667,Native recruit,total,"Native recruit, total"
TRMU,30,2.604166666666667,0.02604166666666667,Native recruit,total,"Native recruit, total"
LUSP2,28,2.430555555555556,0.02430555555555556,Native recruit,total,"Native recruit, total"
SACO6,28,2.430555555555556,0.02430555555555556,Native recruit,total,"Native recruit, total"
DAPU7,27,2.34375,0.0234375,Native recruit,total,"Native recruit, total"
STGN,27,2.34375,0.0234375,Native recruit,total,"Native recruit, total"
CRAN4,26,2.256944444444444,0.02256944444444444,Native recruit,total,"Native recruit, total"
HAPAA,26,2.256944444444444,0.02256944444444444,Native recruit,total,"Native recruit, total"
CRCO34,25,2.170138888888889,0.021701388888888888,Native recruit,total,"Native recruit, total"
GILSPP.SRER,23,1.9965277777777777,0.019965277777777776,Native recruit,total,"Native recruit, total"
LELA,23,1.9965277777777777,0.019965277777777776,Native recruit,total,"Native recruit, total"
DEPI,22,1.9097222222222223,0.019097222222222224,Native recruit,total,"Native recruit, total"
PANSPP.SRER,22,1.9097222222222223,0.019097222222222224,Native recruit,total,"Native recruit, total"
ACASPP.SRER,21,1.8229166666666667,0.018229166666666668,Native recruit,total,"Native recruit, total"
BOUSPP.SRER,21,1.8229166666666667,0.018229166666666668,Native recruit,total,"Native recruit, total"
CHAL11,20,1.7361111111111112,0.017361111111111112,Native recruit,total,"Native recruit, total"
PACA6,20,1.7361111111111112,0.017361111111111112,Native recruit,total,"Native recruit, total"
BRASPP.SRER,19,1.6493055555555556,0.016493055555555556,Native recruit,total,"Native recruit, total"
ERDI2,19,1.6493055555555556,0.016493055555555556,Native recruit,total,"Native recruit, total"
UNFO_S_3.SRER,19,1.6493055555555556,0.016493055555555556,Native recruit,total,"Native recruit, total"
STMI2,18,1.5625,0.015625,Native recruit,total,"Native recruit, total"
BOAR,17,1.4756944444444444,0.014756944444444444,Native recruit,total,"Native recruit, total"
LOGR4,17,1.4756944444444444,0.014756944444444444,Native recruit,total,"Native recruit, total"
MAGR10,17,1.4756944444444444,0.014756944444444444,Native recruit,total,"Native recruit, total"
ERER2,16,1.3888888888888888,0.013888888888888888,Native recruit,total,"Native recruit, total"
KAGR,15,1.3020833333333335,0.013020833333333336,Native recruit,total,"Native recruit, total"
BORO2,14,1.215277777777778,0.01215277777777778,Native recruit,total,"Native recruit, total"
CHAB2,14,1.215277777777778,0.01215277777777778,Native recruit,total,"Native recruit, total"
CHHY3,14,1.215277777777778,0.01215277777777778,Native recruit,total,"Native recruit, total"
MAGL3,14,1.215277777777778,0.01215277777777778,Native recruit,total,"Native recruit, total"
SECO10,14,1.215277777777778,0.01215277777777778,Native recruit,total,"Native recruit, total"
BOIN,13,1.128472222222222,0.01128472222222222,Native recruit,total,"Native recruit, total"
COCA8,13,1.128472222222222,0.01128472222222222,Native recruit,total,"Native recruit, total"
EVAR,13,1.128472222222222,0.01128472222222222,Native recruit,total,"Native recruit, total"
UNGRS1.SRER,13,1.128472222222222,0.01128472222222222,Native recruit,total,"Native recruit, total"
Unk grass.SCC,13,1.128472222222222,0.01128472222222222,Native recruit,total,"Native recruit, total"
BOCO,12,1.0416666666666665,0.010416666666666664,Native recruit,total,"Native recruit, total"
PLOV,12,1.0416666666666665,0.010416666666666664,Native recruit,total,"Native recruit, total"
ANOSPP.SRER,11,0.9548611111111112,0.009548611111111112,Native recruit,total,"Native recruit, total"
UNGRS1.Patagonia,11,0.9548611111111112,0.009548611111111112,Native recruit,total,"Native recruit, total"
BOCU,10,0.8680555555555556,0.008680555555555556,Native recruit,total,"Native recruit, total"
BORA,10,0.8680555555555556,0.008680555555555556,Native recruit,total,"Native recruit, total"
CAEXE,10,0.8680555555555556,0.008680555555555556,Native recruit,total,"Native recruit, total"
ERIOG.Pleasant,10,0.8680555555555556,0.008680555555555556,Native recruit,total,"Native recruit, total"
LATR2,10,0.8680555555555556,0.008680555555555556,Native recruit,total,"Native recruit, total"
BOBA2,9,0.78125,0.0078125,Native recruit,total,"Native recruit, total"
BOER4,9,0.78125,0.0078125,Native recruit,total,"Native recruit, total"
CRYSPP 1.SRER,9,0.78125,0.0078125,Native recruit,total,"Native recruit, total"
ERIASPP.SRER,9,0.78125,0.0078125,Native recruit,total,"Native recruit, total"
GILSPP 1.SRER,9,0.78125,0.0078125,Native recruit,total,"Native recruit, total"
ARISPP.SRER,8,0.6944444444444444,0.006944444444444444,Native recruit,total,"Native recruit, total"
CRYSPP 2.SRER,8,0.6944444444444444,0.006944444444444444,Native recruit,total,"Native recruit, total"
POUM,8,0.6944444444444444,0.006944444444444444,Native recruit,total,"Native recruit, total"
DICA8,7,0.607638888888889,0.00607638888888889,Native recruit,total,"Native recruit, total"
ERLA12,7,0.607638888888889,0.00607638888888889,Native recruit,total,"Native recruit, total"
LIBI2,7,0.607638888888889,0.00607638888888889,Native recruit,total,"Native recruit, total"
ACHY,6,0.5208333333333333,0.005208333333333332,Native recruit,total,"Native recruit, total"
AMDE4,6,0.5208333333333333,0.005208333333333332,Native recruit,total,"Native recruit, total"
AMPA,6,0.5208333333333333,0.005208333333333332,Native recruit,total,"Native recruit, total"
ARTE3,6,0.5208333333333333,0.005208333333333332,Native recruit,total,"Native recruit, total"
CHBR,6,0.5208333333333333,0.005208333333333332,Native recruit,total,"Native recruit, total"
CRYPT.Roosevelt,6,0.5208333333333333,0.005208333333333332,Native recruit,total,"Native recruit, total"
BAMU,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
CHFR3,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
COCA5,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
CRBA5,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
DRCUI,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
ERAB2,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
ERIAS,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
LEAU16,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
PHDI,5,0.4340277777777778,0.004340277777777778,Native recruit,total,"Native recruit, total"
ARPU9,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
BOIN3,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
BOspp.SRER,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
PLMU3,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
POBI,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
PORSPP.Patagonia,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
SINE,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
UNFO_S_7.SRER,4,0.3472222222222222,0.003472222222222222,Native recruit,total,"Native recruit, total"
ACMIS,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
ANOC2,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
ARPUspp.SRER,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
ARWA,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
ERISPP.Patagonia,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
ESCAM,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
GILSPP 2.SRER,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
PEPA8,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
SPAM2,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
SPCR,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
UNFO_P_2.Patagonia,3,0.26041666666666663,0.002604166666666666,Native recruit,total,"Native recruit, total"
AMSIN,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
BOCU/BORE/BORA.SRER,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
BOSPP.SRER,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
CRYPT.Preserve,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
GNPA,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
MENSPP.Patagonia,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
PAMI5,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
SPEC2,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
UNFO_P_4.Patagonia,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
UNFO_S_4.SRER,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
UNGRS3.Patagonia,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
UNGR_S_1.SRER,2,0.1736111111111111,0.001736111111111111,Native recruit,total,"Native recruit, total"
ABPA3,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
ANCR2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
ARISPP.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
ARNE2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
ASTSPP.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
BOCU/BOER4.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
BOspp.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
CALSPP.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
CHME5,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
CHVI4,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
CRYSPP2.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
DINE2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
ERDED4,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
ERPO4,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
FESSPP.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
GLGO,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
KRLA2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
LAGL5,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
LEPSPP.Pleasant,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
LETH2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
MILI5,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
PHYSR.Pleasant,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
PLJAspp.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
POSE,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
PROACASPP.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
PRVE,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
SIDSPP.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
SORO,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
TRPI,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
UNFO_P_5.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
UNGR-2.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
UNGR1.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
UNGR_P_1.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
UNGR_S_2.SRER,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
UNSHR-1.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
Unk dark.Preserve,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
VEPE2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
VEPEX2,1,0.08680555555555555,8.680555555555555e-4,Native recruit,total,"Native recruit, total"
LOAR12,91,25.27777777777778,0.25277777777777777,Native recruit,wetter,"Native recruit, wetter"
LAGR10,65,18.055555555555554,0.18055555555555552,Native recruit,wetter,"Native recruit, wetter"
PLPR3,62,17.22222222222222,0.17222222222222222,Native recruit,wetter,"Native recruit, wetter"
LOHU2,61,16.944444444444446,0.16944444444444445,Native recruit,wetter,"Native recruit, wetter"
PSCA11,50,13.88888888888889,0.1388888888888889,Native recruit,wetter,"Native recruit, wetter"
CHPO12,49,13.61111111111111,0.1361111111111111,Native recruit,wetter,"Native recruit, wetter"
VUOC,46,12.777777777777777,0.12777777777777777,Native recruit,wetter,"Native recruit, wetter"
DICA14,41,11.38888888888889,0.11388888888888889,Native recruit,wetter,"Native recruit, wetter"
PERE,39,10.833333333333334,0.10833333333333334,Native recruit,wetter,"Native recruit, wetter"
GIST,35,9.722222222222223,0.09722222222222224,Native recruit,wetter,"Native recruit, wetter"
MEAL6,32,8.88888888888889,0.08888888888888889,Native recruit,wetter,"Native recruit, wetter"
PEHE,31,8.61111111111111,0.08611111111111111,Native recruit,wetter,"Native recruit, wetter"
ESCA2,29,8.055555555555555,0.08055555555555555,Native recruit,wetter,"Native recruit, wetter"
LUCO,27,7.5,0.075,Native recruit,wetter,"Native recruit, wetter"
CRAN4,26,7.222222222222221,0.07222222222222222,Native recruit,wetter,"Native recruit, wetter"
PLAR,24,6.666666666666667,0.06666666666666667,Native recruit,wetter,"Native recruit, wetter"
DEPI,22,6.111111111111111,0.06111111111111111,Native recruit,wetter,"Native recruit, wetter"
LOSQ,22,6.111111111111111,0.06111111111111111,Native recruit,wetter,"Native recruit, wetter"
ARAD,21,5.833333333333333,0.05833333333333333,Native recruit,wetter,"Native recruit, wetter"
MOVE,20,5.555555555555555,0.05555555555555555,Native recruit,wetter,"Native recruit, wetter"
PEPL,20,5.555555555555555,0.05555555555555555,Native recruit,wetter,"Native recruit, wetter"
STGN,20,5.555555555555555,0.05555555555555555,Native recruit,wetter,"Native recruit, wetter"
PLPA2,19,5.277777777777778,0.05277777777777778,Native recruit,wetter,"Native recruit, wetter"
ERPA11,18,5,0.05,Native recruit,wetter,"Native recruit, wetter"
CRCO34,17,4.722222222222222,0.04722222222222222,Native recruit,wetter,"Native recruit, wetter"
MONU,17,4.722222222222222,0.04722222222222222,Native recruit,wetter,"Native recruit, wetter"
ASNU4,16,4.444444444444445,0.044444444444444446,Native recruit,wetter,"Native recruit, wetter"
BOAR,16,4.444444444444445,0.044444444444444446,Native recruit,wetter,"Native recruit, wetter"
CACI2,15,4.166666666666666,0.04166666666666666,Native recruit,wetter,"Native recruit, wetter"
LOSTT,14,3.888888888888889,0.03888888888888889,Native recruit,wetter,"Native recruit, wetter"
MAGL3,14,3.888888888888889,0.03888888888888889,Native recruit,wetter,"Native recruit, wetter"
BOIN,13,3.6111111111111107,0.03611111111111111,Native recruit,wetter,"Native recruit, wetter"
CRYSPP.SRER,13,3.6111111111111107,0.03611111111111111,Native recruit,wetter,"Native recruit, wetter"
SIAN2,13,3.6111111111111107,0.03611111111111111,Native recruit,wetter,"Native recruit, wetter"
Unk grass.SCC,13,3.6111111111111107,0.03611111111111111,Native recruit,wetter,"Native recruit, wetter"
BOCO,9,2.5,0.025,Native recruit,wetter,"Native recruit, wetter"
BORO2,9,2.5,0.025,Native recruit,wetter,"Native recruit, wetter"
DAPU7,9,2.5,0.025,Native recruit,wetter,"Native recruit, wetter"
AMMEI2,8,2.2222222222222223,0.022222222222222223,Native recruit,wetter,"Native recruit, wetter"
BOUSPP.SRER,8,2.2222222222222223,0.022222222222222223,Native recruit,wetter,"Native recruit, wetter"
CHHY3,8,2.2222222222222223,0.022222222222222223,Native recruit,wetter,"Native recruit, wetter"
AMCO3,6,1.6666666666666667,0.016666666666666666,Native recruit,wetter,"Native recruit, wetter"
DAPU3,6,1.6666666666666667,0.016666666666666666,Native recruit,wetter,"Native recruit, wetter"
COCA5,5,1.3888888888888888,0.013888888888888888,Native recruit,wetter,"Native recruit, wetter"
ERIAS,5,1.3888888888888888,0.013888888888888888,Native recruit,wetter,"Native recruit, wetter"
LEAU16,5,1.3888888888888888,0.013888888888888888,Native recruit,wetter,"Native recruit, wetter"
PHDI,5,1.3888888888888888,0.013888888888888888,Native recruit,wetter,"Native recruit, wetter"
BAMU,4,1.1111111111111112,0.011111111111111112,Native recruit,wetter,"Native recruit, wetter"
HAPAA,4,1.1111111111111112,0.011111111111111112,Native recruit,wetter,"Native recruit, wetter"
LELA,4,1.1111111111111112,0.011111111111111112,Native recruit,wetter,"Native recruit, wetter"
PORSPP.Patagonia,4,1.1111111111111112,0.011111111111111112,Native recruit,wetter,"Native recruit, wetter"
AMPA,3,0.8333333333333334,0.008333333333333333,Native recruit,wetter,"Native recruit, wetter"
ARPU9,3,0.8333333333333334,0.008333333333333333,Native recruit,wetter,"Native recruit, wetter"
ERISPP.Patagonia,3,0.8333333333333334,0.008333333333333333,Native recruit,wetter,"Native recruit, wetter"
LIBI2,3,0.8333333333333334,0.008333333333333333,Native recruit,wetter,"Native recruit, wetter"
POBI,3,0.8333333333333334,0.008333333333333333,Native recruit,wetter,"Native recruit, wetter"
ACHY,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
BOBA2,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
BOIN3,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
CAEXE,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
CRYPT.Roosevelt,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
ESCAM,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
GNPA,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
KAGR,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
PLMU3,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
SPCR,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
SPEC2,2,0.5555555555555556,0.005555555555555556,Native recruit,wetter,"Native recruit, wetter"
ABPA3,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
AMDE4,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
ARISPP.Patagonia,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
CHBR,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
CRYPT.Preserve,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
DICA8,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
DRCUI,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
ERPO4,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
GLGO,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
KRLA2,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
LAGL5,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
LATR2,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
LETH2,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
PEPA8,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
PROACASPP.Patagonia,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
SECO10,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
SORO,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
SPAM2,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
TRPI,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
Unk dark.Preserve,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
VEPE2,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
VEPEX2,1,0.2777777777777778,0.002777777777777778,Native recruit,wetter,"Native recruit, wetter"
LOHU2,192,24.242424242424242,0.24242424242424243,Native recruit,drier,"Native recruit, drier"
LOAR12,149,18.81313131313131,0.18813131313131312,Native recruit,drier,"Native recruit, drier"
CHPO12,124,15.656565656565657,0.15656565656565657,Native recruit,drier,"Native recruit, drier"
AMCO3,111,14.015151515151514,0.14015151515151514,Native recruit,drier,"Native recruit, drier"
PLAR,107,13.51010101010101,0.1351010101010101,Native recruit,drier,"Native recruit, drier"
PERE,106,13.383838383838384,0.13383838383838384,Native recruit,drier,"Native recruit, drier"
VUOC,87,10.984848484848484,0.10984848484848485,Native recruit,drier,"Native recruit, drier"
CRYSPP.SRER,83,10.47979797979798,0.10479797979797979,Native recruit,drier,"Native recruit, drier"
PEPL,73,9.217171717171716,0.09217171717171717,Native recruit,drier,"Native recruit, drier"
PLPA2,68,8.585858585858585,0.08585858585858584,Native recruit,drier,"Native recruit, drier"
LAGR10,65,8.207070707070708,0.08207070707070707,Native recruit,drier,"Native recruit, drier"
PEHE,61,7.7020202020202015,0.07702020202020202,Native recruit,drier,"Native recruit, drier"
MENSPP.SRER,60,7.575757575757576,0.07575757575757576,Native recruit,drier,"Native recruit, drier"
LACA7,51,6.4393939393939394,0.06439393939393939,Native recruit,drier,"Native recruit, drier"
ASNU4,50,6.313131313131313,0.06313131313131314,Native recruit,drier,"Native recruit, drier"
DICA14,46,5.808080808080808,0.05808080808080808,Native recruit,drier,"Native recruit, drier"
PECTO,46,5.808080808080808,0.05808080808080808,Native recruit,drier,"Native recruit, drier"
LUCO,43,5.42929292929293,0.0542929292929293,Native recruit,drier,"Native recruit, drier"
ARAD,42,5.303030303030303,0.053030303030303025,Native recruit,drier,"Native recruit, drier"
ERPA11,39,4.924242424242424,0.04924242424242424,Native recruit,drier,"Native recruit, drier"
SIDSPP.SRER,39,4.924242424242424,0.04924242424242424,Native recruit,drier,"Native recruit, drier"
AMMEI2,38,4.797979797979798,0.047979797979797977,Native recruit,drier,"Native recruit, drier"
CRYPT.Pleasant,34,4.292929292929292,0.04292929292929292,Native recruit,drier,"Native recruit, drier"
LOSTT,32,4.040404040404041,0.04040404040404041,Native recruit,drier,"Native recruit, drier"
MONU,32,4.040404040404041,0.04040404040404041,Native recruit,drier,"Native recruit, drier"
TRMU,30,3.787878787878788,0.03787878787878788,Native recruit,drier,"Native recruit, drier"
CACI2,29,3.6616161616161618,0.036616161616161616,Native recruit,drier,"Native recruit, drier"
LUSP2,28,3.535353535353535,0.03535353535353535,Native recruit,drier,"Native recruit, drier"
SACO6,28,3.535353535353535,0.03535353535353535,Native recruit,drier,"Native recruit, drier"
DAPU3,26,3.2828282828282833,0.03282828282828283,Native recruit,drier,"Native recruit, drier"
GILSPP.SRER,23,2.904040404040404,0.02904040404040404,Native recruit,drier,"Native recruit, drier"
HAPAA,22,2.7777777777777777,0.027777777777777776,Native recruit,drier,"Native recruit, drier"
PANSPP.SRER,22,2.7777777777777777,0.027777777777777776,Native recruit,drier,"Native recruit, drier"
ACASPP.SRER,21,2.6515151515151514,0.026515151515151512,Native recruit,drier,"Native recruit, drier"
SIAN2,21,2.6515151515151514,0.026515151515151512,Native recruit,drier,"Native recruit, drier"
CHAL11,20,2.525252525252525,0.025252525252525252,Native recruit,drier,"Native recruit, drier"
PACA6,20,2.525252525252525,0.025252525252525252,Native recruit,drier,"Native recruit, drier"
PSCA11,20,2.525252525252525,0.025252525252525252,Native recruit,drier,"Native recruit, drier"
BRASPP.SRER,19,2.398989898989899,0.023989898989898988,Native recruit,drier,"Native recruit, drier"
ERDI2,19,2.398989898989899,0.023989898989898988,Native recruit,drier,"Native recruit, drier"
LELA,19,2.398989898989899,0.023989898989898988,Native recruit,drier,"Native recruit, drier"
