Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,MonitorID
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,23,Control,None,23
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,24,Mulch,Warm,24
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,25,Pits,Med-Warm,25
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,26,Seed,Med-Warm,26
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,27,ConMod,Warm,27
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,28,Pits,Warm,28
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,29,Mulch,Med-Warm,29
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,30,ConMod,Med-Warm,30
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,31,Pits,Med-Warm,31
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,32,Pits,Warm,32
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,33,Seed,Warm,33
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,34,ConMod,Warm,34
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,35,Control,None,35
Colorado Plateau,AguaFria,2018-09-05,2018-09-25,36,Mulch,Warm,36
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,1,Mulch,Med-Warm,37
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,2,Seed,Med-Warm,38
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,3,Control,None,39
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,4,Pits,Med-Warm,40
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,5,Seed,Warm,41
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,6,ConMod,Med-Warm,42
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,7,Mulch,Warm,43
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,8,Seed,Med-Warm,44
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,9,ConMod,Warm,45
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,10,Mulch,Med-Warm,46
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,11,Seed,Warm,47
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,12,ConMod,Med-Warm,48
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,13,Pits,Warm,49
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,14,Control,None,50
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,Pits,Med-Warm,51
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,16,Mulch,Warm,52
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,17,Seed,Med-Warm,53
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,18,ConMod,Warm,54
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,19,Seed,Warm,55
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,20,Pits,Warm,56
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,21,ConMod,Med-Warm,57
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,22,Mulch,Med-Warm,58
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,23,Control,None,59
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,24,Mulch,Warm,60
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,25,Pits,Med-Warm,61
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,26,Seed,Med-Warm,62
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,27,ConMod,Warm,63
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,28,Pits,Warm,64
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,29,Mulch,Med-Warm,65
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,30,ConMod,Med-Warm,66
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,31,Pits,Med-Warm,67
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,32,Pits,Warm,68
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,33,Seed,Warm,69
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,34,ConMod,Warm,70
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,35,Control,None,71
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,36,Mulch,Warm,72
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,1,Mulch,Med-Warm,73
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,74
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,3,Control,None,75
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,4,Pits,Med-Warm,76
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,5,Seed,Warm,77
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,6,ConMod,Med-Warm,78
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,7,Mulch,Warm,79
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,8,Seed,Med-Warm,80
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,9,ConMod,Warm,81
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,10,Mulch,Med-Warm,82
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,11,Seed,Warm,83
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,12,ConMod,Med-Warm,84
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,13,Pits,Warm,85
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,14,Control,None,86
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,15,Pits,Med-Warm,87
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,Mulch,Warm,88
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,17,Seed,Med-Warm,89
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,18,ConMod,Warm,90
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,19,Seed,Warm,91
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,20,Pits,Warm,92
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,21,ConMod,Med-Warm,93
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,22,Mulch,Med-Warm,94
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,23,Control,None,95
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,24,Mulch,Warm,96
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,25,Pits,Med-Warm,97
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,26,Seed,Med-Warm,98
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,27,ConMod,Warm,99
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,28,Pits,Warm,100
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,29,Mulch,Med-Warm,101
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,30,ConMod,Med-Warm,102
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,31,Pits,Med-Warm,103
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,32,Pits,Warm,104
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,33,Seed,Warm,105
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,34,ConMod,Warm,106
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,35,Control,None,107
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,36,Mulch,Warm,108
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,1,Mulch,Med-Warm,109
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,2,Seed,Med-Warm,110
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,3,Control,None,111
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,4,Pits,Med-Warm,112
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,5,Seed,Warm,113
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,6,ConMod,Med-Warm,114
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,7,Mulch,Warm,115
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,8,Seed,Med-Warm,116
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,9,ConMod,Warm,117
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,10,Mulch,Med-Warm,118
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,11,Seed,Warm,119
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,12,ConMod,Med-Warm,120
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,13,Pits,Warm,121
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,14,Control,None,122
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,15,Pits,Med-Warm,123
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,16,Mulch,Warm,124
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,17,Seed,Med-Warm,125
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,18,ConMod,Warm,126
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,19,Seed,Warm,127
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,20,Pits,Warm,128
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,21,ConMod,Med-Warm,129
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,22,Mulch,Med-Warm,130
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,23,Control,None,131
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,24,Mulch,Warm,132
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,25,Pits,Med-Warm,133
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,26,Seed,Med-Warm,134
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,27,ConMod,Warm,135
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,28,Pits,Warm,136
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,29,Mulch,Med-Warm,137
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,30,ConMod,Med-Warm,138
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,31,Pits,Med-Warm,139
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,32,Pits,Med-Warm,140
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,33,Seed,Warm,141
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,34,ConMod,Warm,142
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,35,Control,None,143
Colorado Plateau,AguaFria,2018-09-05,2018-11-15,36,Mulch,Warm,144
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,1,Mulch,Med-Warm,145
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,2,Seed,Med-Warm,146
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,3,Control,None,147
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,4,Pits,Med-Warm,148
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,5,Seed,Warm,149
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,6,ConMod,Med-Warm,150
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,7,Mulch,Warm,151
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,8,Seed,Med-Warm,152
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,9,ConMod,Warm,153
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,10,Mulch,Med-Warm,154
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,11,Seed,Warm,155
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,12,ConMod,Med-Warm,156
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,13,Pits,Warm,157
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,14,Control,None,158
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,15,Pits,Med-Warm,159
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,16,Mulch,Warm,160
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,17,Seed,Med-Warm,161
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,18,ConMod,Warm,162
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,19,Seed,Warm,163
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,20,Pits,Warm,164
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,21,ConMod,Med-Warm,165
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,22,Mulch,Med-Warm,166
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,23,Control,None,167
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,24,Mulch,Warm,168
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,25,Pits,Med-Warm,169
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,26,Seed,Med-Warm,170
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,27,ConMod,Warm,171
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,28,Pits,Warm,172
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,29,Mulch,Med-Warm,173
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,30,ConMod,Med-Warm,174
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,31,Pits,Med-Warm,175
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,32,Pits,Warm,176
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,33,Seed,Warm,177
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,34,ConMod,Warm,178
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,35,Control,None,179
Colorado Plateau,AguaFria,2018-09-05,2018-12-03,36,Mulch,Warm,180
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,1,Mulch,Med-Warm,181
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,2,Seed,Med-Warm,182
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,3,Control,None,183
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,4,Pits,Med-Warm,184
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,5,Seed,Warm,185
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,6,ConMod,Med-Warm,186
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,7,Mulch,Warm,187
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,8,Seed,Med-Warm,188
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,9,ConMod,Warm,189
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,10,Mulch,Med-Warm,190
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,11,Seed,Warm,191
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,12,ConMod,Med-Warm,192
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,13,Pits,Warm,193
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,14,Control,None,194
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,15,Pits,Med-Warm,195
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,16,Mulch,Warm,196
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,17,Seed,Med-Warm,197
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,18,ConMod,Warm,198
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,19,Seed,Warm,199
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,20,Pits,Warm,200
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,21,ConMod,Med-Warm,201
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,22,Mulch,Med-Warm,202
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,23,Control,None,203
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,24,Mulch,Warm,204
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,25,Pits,Med-Warm,205
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,26,Seed,Med-Warm,206
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,27,ConMod,Warm,207
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,28,Pits,Warm,208
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,29,Mulch,Med-Warm,209
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,30,ConMod,Med-Warm,210
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,31,Pits,Med-Warm,211
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,32,Pits,Warm,212
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,33,Seed,Warm,213
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,34,ConMod,Warm,214
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,35,Control,None,215
Colorado Plateau,AguaFria,2018-09-05,2019-03-28,36,Mulch,Warm,216
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,1,Mulch,Med-Warm,217
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,2,Seed,Med-Warm,218
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,3,Control,None,219
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,4,Pits,Med-Warm,220
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,5,Seed,Warm,221
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,6,ConMod,Med-Warm,222
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,7,Mulch,Warm,223
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,8,Seed,Med-Warm,224
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,9,ConMod,Warm,225
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,10,Mulch,Med-Warm,226
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,11,Seed,Warm,227
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,12,ConMod,Med-Warm,228
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,13,Pits,Warm,229
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,14,Control,None,230
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,15,Pits,Med-Warm,231
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,16,Mulch,Warm,232
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,17,Seed,Med-Warm,233
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,18,ConMod,Warm,234
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,19,Seed,Warm,235
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,20,Pits,Warm,236
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,21,ConMod,Med-Warm,237
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,22,Mulch,Med-Warm,238
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,23,Control,None,239
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,24,Mulch,Warm,240
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,25,Pits,Med-Warm,241
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,26,Seed,Med-Warm,242
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,27,ConMod,Warm,243
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,28,Pits,Warm,244
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,29,Mulch,Med-Warm,245
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,30,ConMod,Med-Warm,246
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,31,Pits,Med-Warm,247
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,32,Pits,Warm,248
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,33,Seed,Warm,249
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,34,ConMod,Warm,250
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,35,Control,None,251
Colorado Plateau,AguaFria,2018-09-05,2019-06-20,36,Mulch,Warm,252
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,1,Control,None,253
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,2,Pits,Cool,254
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,3,ConMod,Cool,255
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,4,Pits,Cool-Med,256
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,5,Mulch,Cool,257
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,6,ConMod,Cool-Med,258
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,7,Pits,Cool,259
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,8,Control,None,260
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,9,Mulch,Cool-Med,261
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,10,Seed,Cool,262
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,11,Seed,Cool-Med,263
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,12,Mulch,Cool-Med,264
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,13,ConMod,Cool,265
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,14,Pits,Cool-Med,266
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,15,Mulch,Cool-Med,267
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,16,Seed,Cool,268
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,17,Seed,Cool-Med,269
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,18,Pits,Cool,270
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,19,ConMod,Cool-Med,271
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,20,Mulch,Cool,272
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,21,Control,None,273
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,22,Pits,Cool-Med,274
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,23,ConMod,Cool,275
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,24,Control,None,276
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,25,Pits,Cool,277
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,26,ConMod,Cool-Med,278
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,27,Mulch,Cool-Med,279
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,28,Mulch,Cool,280
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,29,Seed,Cool,281
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,30,Pits,Cool-Med,282
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,31,Seed,Cool-Med,283
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,32,Mulch,Cool,284
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,33,Seed,Cool,285
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,34,ConMod,Cool,286
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,35,Seed,Cool-Med,287
Colorado Plateau,BabbittPJ,2018-07-11,2018-07-27,36,ConMod,Cool-Med,288
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,1,Control,None,289
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,2,Pits,Cool,290
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,3,ConMod,Cool,291
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,4,Pits,Cool-Med,292
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,5,Mulch,Cool,293
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,6,ConMod,Cool-Med,294
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,7,Pits,Cool,295
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,8,Control,None,296
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,9,Mulch,Cool-Med,297
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,10,Seed,Cool,298
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,11,Seed,Cool-Med,299
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,12,Mulch,Cool-Med,300
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,13,ConMod,Cool,301
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,14,Pits,Cool-Med,302
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,15,Mulch,Cool-Med,303
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,16,Seed,Cool,304
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,17,Seed,Cool-Med,305
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,18,Pits,Cool,306
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,19,ConMod,Cool-Med,307
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,20,Mulch,Cool,308
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,21,Control,None,309
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,22,Pits,Cool-Med,310
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,23,ConMod,Cool,311
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,24,Control,None,312
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,25,Pits,Cool,313
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,26,ConMod,Cool-Med,314
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,27,Mulch,Cool-Med,315
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,28,Mulch,Cool,316
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,29,Seed,Cool,317
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,30,Pits,Cool-Med,318
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,31,Seed,Cool-Med,319
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,32,Mulch,Cool,320
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,33,Seed,Cool,321
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,34,ConMod,Cool,322
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,35,Seed,Cool-Med,323
Colorado Plateau,BabbittPJ,2018-07-11,2018-08-14,36,ConMod,Cool-Med,324
