Region,Site,Date_Seeded,Date_Monitored,SiteDateID,Plot,Treatment,PlotMix,SiteDatePlotID,CodeOriginal,Code,Name,Native,Duration,Lifeform,Count,Height,raw.row,SpeciesSeeded,PlantSource
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,9,ConMod,Warm,45,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,1,4,61,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,9,ConMod,Warm,45,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,4,62,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,9,ConMod,Warm,45,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,32,18,63,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,9,ConMod,Warm,45,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,10,2,64,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,10,Mulch,Med-Warm,46,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,4,18,65,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,10,Mulch,Med-Warm,46,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,2,66,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,10,Mulch,Med-Warm,46,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,6,19,67,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,10,Mulch,Med-Warm,46,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,10,2,68,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,11,Seed,Warm,47,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,1,12,69,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,11,Seed,Warm,47,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,1,4,70,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,11,Seed,Warm,47,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,48,17,71,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,11,Seed,Warm,47,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,19,2,72,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,12,ConMod,Med-Warm,48,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,67,19,73,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,12,ConMod,Med-Warm,48,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,7,5,74,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,12,ConMod,Med-Warm,48,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,29,4,75,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,13,Pits,Warm,49,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,36,19,76,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,13,Pits,Warm,49,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,2,2,77,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,14,Control,None,50,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,1,34,78,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,14,Control,None,50,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,32,17,79,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,14,Control,None,50,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,2,80,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,15,Pits,Med-Warm,51,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,26,17,81,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,16,Mulch,Warm,52,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,2,5,82,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,16,Mulch,Warm,52,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,28,16,83,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,16,Mulch,Warm,52,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,9,2,84,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,17,Seed,Med-Warm,53,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,23,17,85,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,17,Seed,Med-Warm,53,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,13,2,86,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,18,ConMod,Warm,54,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,8,87,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,18,ConMod,Warm,54,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,25,17,88,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,18,ConMod,Warm,54,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,13,2,89,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,19,Seed,Warm,55,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,4,4,90,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,19,Seed,Warm,55,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,2,91,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,19,Seed,Warm,55,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,17,16,92,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,19,Seed,Warm,55,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,20,3,93,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,20,Pits,Warm,56,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,1,3,94,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,20,Pits,Warm,56,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,26,16,95,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,20,Pits,Warm,56,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,1,3,96,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,20,Pits,Warm,56,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,2,3,97,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,21,ConMod,Med-Warm,57,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,4,2,98,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,21,ConMod,Med-Warm,57,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,22,16,99,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,21,ConMod,Med-Warm,57,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,3,100,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,22,Mulch,Med-Warm,58,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,5,3,101,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,22,Mulch,Med-Warm,58,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,14,16,102,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,22,Mulch,Med-Warm,58,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,7,3,103,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,23,Control,None,59,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,6,16,104,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,23,Control,None,59,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,4,3,105,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,24,Mulch,Warm,60,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,3,7,106,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,24,Mulch,Warm,60,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,29,17,107,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,24,Mulch,Warm,60,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,13,2,108,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,25,Pits,Med-Warm,61,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,3,109,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,25,Pits,Med-Warm,61,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,18,14,110,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,25,Pits,Med-Warm,61,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,3,2,111,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,26,Seed,Med-Warm,62,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,4,4,112,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,26,Seed,Med-Warm,62,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,53,14,113,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,26,Seed,Med-Warm,62,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,31,3,114,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,27,ConMod,Warm,63,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,1,34,115,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,27,ConMod,Warm,63,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,14,116,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,27,ConMod,Warm,63,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,29,16,117,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,27,ConMod,Warm,63,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,28,2,118,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,28,Pits,Warm,64,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,17,12,119,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,28,Pits,Warm,64,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,2,120,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,29,Mulch,Med-Warm,65,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,1,53,121,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,29,Mulch,Med-Warm,65,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,3,4,122,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,29,Mulch,Med-Warm,65,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,12,16,123,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,29,Mulch,Med-Warm,65,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,21,2,124,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,30,ConMod,Med-Warm,66,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,5,3,125,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,30,ConMod,Med-Warm,66,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,13,17,126,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,30,ConMod,Med-Warm,66,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,20,2,127,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,31,Pits,Med-Warm,67,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,3,7,128,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,31,Pits,Med-Warm,67,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,2,129,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,32,Pits,Warm,68,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,14,14,130,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,32,Pits,Warm,68,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,2,131,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,33,Seed,Warm,69,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,4,18,132,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,33,Seed,Warm,69,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,4,133,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,33,Seed,Warm,69,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,47,16,134,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,33,Seed,Warm,69,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,15,2,135,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,34,ConMod,Warm,70,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,1,2,136,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,34,ConMod,Warm,70,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,37,137,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,34,ConMod,Warm,70,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,9,16,138,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,34,ConMod,Warm,70,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,17,4,139,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,35,Control,None,71,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,3,36,140,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,35,Control,None,71,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,34,2,141,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,36,Mulch,Warm,72,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,13,43,142,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,36,Mulch,Warm,72,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,6,39,143,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,36,Mulch,Warm,72,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,24,3,144,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,1,Mulch,Med-Warm,73,UNGR4,UNGR4.AguaFria,"Unknown grass 4, AguaFria",Unknown,Unknown,Grass,8,55,145,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,1,Mulch,Med-Warm,73,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,47,15,146,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,1,Mulch,Med-Warm,73,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,17,25,147,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,1,Mulch,Med-Warm,73,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,3,20,148,No,Introduced/Invasive
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,2,Seed,Med-Warm,74,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,1,11,149,Yes,Seeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,2,Seed,Med-Warm,74,UNGR4,UNGR4.AguaFria,"Unknown grass 4, AguaFria",Unknown,Unknown,Grass,3,51,150,No,Unknown_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,2,Seed,Med-Warm,74,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,15,151,No,Native_recruit
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,16,2,Seed,Med-Warm,74,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,12,25,152,No,Native_recruit
