Site,Region,PlotMix,CodeOriginal,Code,Name,Native,Duration,Lifeform,SpeciesSeeded
Pleasant,Sonoran Central,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Yes
Pleasant,Sonoran Central,Cool,SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,Yes
Pleasant,Sonoran Central,Warm,SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,Yes
Preserve,Sonoran Central,Warm,ARPUP6,ARPU9,Aristida purpurea,Native,Perennial,Grass,Yes
Preserve,Sonoran Central,Cool,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes
Preserve,Sonoran Central,Cool,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes
Preserve,Sonoran Central,None,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes
Preserve,Sonoran Central,Warm,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes
Preserve,Sonoran Central,Warm,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,Yes
Preserve,Sonoran Central,Cool,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes
Preserve,Sonoran Central,Warm,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes
Preserve,Sonoran Central,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Yes
Preserve,Sonoran Central,Cool,SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,Yes
Preserve,Sonoran Central,Cool,SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes
Roosevelt,Sonoran Central,Cool,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes
Roosevelt,Sonoran Central,Cool,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes
Roosevelt,Sonoran Central,Warm,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes
Roosevelt,Sonoran Central,Warm,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,Yes
Roosevelt,Sonoran Central,Cool,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes
Roosevelt,Sonoran Central,Warm,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes
Roosevelt,Sonoran Central,Warm,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Yes
Roosevelt,Sonoran Central,Cool,SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,Yes
Roosevelt,Sonoran Central,Warm,SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,Yes
Roosevelt,Sonoran Central,Cool,SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,Yes
SCC,Sonoran Central,Warm,ARPUP6,ARPU9,Aristida purpurea,Native,Perennial,Grass,Yes
SCC,Sonoran Central,Cool,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes
SCC,Sonoran Central,Cool,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes
SCC,Sonoran Central,Cool,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes
SCC,Sonoran Central,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Yes
SRER,Sonoran SE,Medium,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,No
SRER,Sonoran SE,None,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,No
SRER,Sonoran SE,Warm,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,Yes
SRER,Sonoran SE,Warm,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,Y
SRER,Sonoran SE,Medium,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,Yes
SRER,Sonoran SE,Medium,BOER,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,Yes
SRER,Sonoran SE,Medium,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,Y
SRER,Sonoran SE,Medium,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,No
SRER,Sonoran SE,Medium,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
SRER,Sonoran SE,None,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
SRER,Sonoran SE,Warm,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
SRER,Sonoran SE,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Yes
SRER,Sonoran SE,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Y
Salt_Desert,Utah,Cool-Med,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,Yes
Spiderweb,Colorado Plateau,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes
Spiderweb,Colorado Plateau,Med-Warm,BOER4,BOER4,Bouteloua eriopoda,Native,Perennial,Grass,Yes
Spiderweb,Colorado Plateau,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,Yes
Spiderweb,Colorado Plateau,Med-Warm,UNGR,UNGR.Spiderweb,"Unknown grass, Spiderweb",Unknown,Unknown,Grass,Yes
Spiderweb,Colorado Plateau,Med-Warm,UNGR,UNGR.Spiderweb,"Unknown grass, Spiderweb",Unknown,Unknown,Grass,No
Spiderweb,Colorado Plateau,Warm,UNGR,UNGR.Spiderweb,"Unknown grass, Spiderweb",Unknown,Unknown,Grass,Yes
Spiderweb,Colorado Plateau,Warm,UNGR,UNGR.Spiderweb,"Unknown grass, Spiderweb",Unknown,Unknown,Grass,No
TLE,Colorado Plateau,Cool,UNGR,UNGR.TLE,"Unknown grass, TLE",Unknown,Unknown,Grass,Yes
TLE,Colorado Plateau,Cool,UNGR,UNGR.TLE,"Unknown grass, TLE",Unknown,Unknown,Grass,No
TLE,Colorado Plateau,None,UNGR,UNGR.TLE,"Unknown grass, TLE",Unknown,Unknown,Grass,No
TLE,Colorado Plateau,Warm,UNGR,UNGR.TLE,"Unknown grass, TLE",Unknown,Unknown,Grass,No
UtahPJ,Utah,Cool-Med,ACMI2,ACMI2,Achillea millefolium,Native,Perennial,Forb,Yes
UtahPJ,Utah,Cool,LECI4,LECI4,Leymus cinereus,Native,Perennial,Grass,Yes
UtahPJ,Utah,None,LECI4,LECI4,Leymus cinereus,Native,Perennial,Grass,Yes
UtahPJ,Utah,Cool,SPCR,SPCR,Sporobolus cryptandrus,Native,Perennial,Grass,No
