Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,MonitorID
Chihuahuan,Mesquite,2020-08-05,2021-10-10,233,Control,None,6158
Chihuahuan,Mesquite,2020-08-05,2021-10-10,234,Seed,Medium,6159
Chihuahuan,Mesquite,2020-08-05,2021-10-10,235,Mulch,Medium,6160
Sonoran SE,Patagonia,2019-08-09,2021-03-12,33,ConMod,Medium,4970
Utah,Salt_Desert,2018-10-31,2019-03-29,33,Pits,Med-Warm,4027
Colorado Plateau,Spiderweb,2020-07-21,2021-09-29,29,Mulch,Warm,3235
Sonoran SE,SRER,2019-08-09,2022-03-23,12,Seed,Medium,5057
Utah,UtahPJ,2018-10-29,2019-04-26,29,Mulch,Cool-Med,4168
Utah,UtahPJ,2018-10-29,2019-05-16,29,Mulch,Cool-Med,4242
Utah,UtahPJ,2018-10-29,2019-07-02,29,Mulch,Cool-Med,4461
Utah,UtahPJ,2018-10-29,2019-04-26,34,Control,None,4174
Utah,UtahPJ,2018-10-29,2019-05-16,34,Control,None,4248
Utah,UtahPJ,2018-10-29,2019-05-29,34,Control,None,4357
Utah,UtahPJ,2018-10-29,2019-07-02,34,Control,None,4467
Utah,CRC,2018-10-17,2019-07-24,4,ComMod,Med-Warm,4473
Utah,CRC,2018-10-17,2019-07-24,7,ComMod,Cool-Med,4476
Utah,CRC,2018-10-17,2019-07-24,15,ComMod,Med-Warm,4484
Utah,CRC,2018-10-17,2019-07-24,20,ComMod,Cool-Med,4489
Utah,CRC,2018-10-17,2019-07-24,22,ComMod,Med-Warm,4491
Utah,CRC,2018-10-17,2019-07-24,29,ComMod,Med-Warm,4498
Utah,CRC,2018-10-17,2019-07-24,35,ComMod,Cool-Med,4504
Utah,UtahPJ,2018-10-29,2019-08-06,3,ComMod,Cool-Med,4508
Utah,UtahPJ,2018-10-29,2019-08-06,8,ComMod,Cool,4513
Utah,UtahPJ,2018-10-29,2019-08-06,14,ComMod,Cool-Med,4519
Utah,UtahPJ,2018-10-29,2019-08-06,18,ComMod,Cool,4523
Utah,UtahPJ,2018-10-29,2019-08-06,22,ComMod,Cool-Med,4527
Utah,UtahPJ,2018-10-29,2019-08-06,27,ComMod,Cool,4532
Utah,UtahPJ,2018-10-29,2019-08-06,31,ComMod,Cool-Med,4536
Utah,Salt_Desert,2018-10-31,2019-08-07,4,ComMod,Cool-Med,4545
Utah,Salt_Desert,2018-10-31,2019-08-07,6,ComMod,Med-Warm,4547
Utah,Salt_Desert,2018-10-31,2019-08-07,11,ComMod,Cool-Med,4552
Utah,Salt_Desert,2018-10-31,2019-08-07,16,ComMod,Med-Warm,4557
Utah,Salt_Desert,2018-10-31,2019-08-07,17,ComMod,Cool-Med,4558
Utah,Salt_Desert,2018-10-31,2019-08-07,23,ComMod,Med-Warm,4564
Utah,Salt_Desert,2018-10-31,2019-08-07,28,ComMod,Cool-Med,4569
Utah,Salt_Desert,2018-10-31,2019-08-07,36,ComMod,Med-Warm,4577
Sonoran Central,Pleasant,2019-12-19,2023-03-24,4,Seed,Warm,6315
Sonoran Central,Pleasant,2019-12-19,2023-03-24,8,Seed,Cool,6319
Sonoran Central,Pleasant,2019-12-19,2023-03-24,12,Seed,Warm,6323
Sonoran Central,Pleasant,2019-12-19,2023-03-24,15,Seed,Cool,6326
Sonoran Central,Pleasant,2019-12-19,2023-03-24,22,Seed,Warm,6333
Sonoran Central,Pleasant,2019-12-19,2023-03-24,23,Seed,Cool,6334
Sonoran Central,Pleasant,2019-12-19,2023-03-24,30,Seed,Warm,6341
Sonoran Central,Pleasant,2019-12-19,2023-03-24,32,Seed,Cool,6343
