Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,MonitorID
Mojave,AVRCD,2021-03-17,2021-04-06,25,ConMod,Warm,3687
Mojave,AVRCD,2021-03-17,2021-04-06,26,ConMod,Cool,3688
Mojave,AVRCD,2021-03-17,2021-04-06,27,Seed,Cool,3689
Mojave,AVRCD,2021-03-17,2021-04-06,28,Pits,Cool,3690
Mojave,AVRCD,2021-03-17,2021-04-06,29,Seed,Warm,3691
Mojave,AVRCD,2021-03-17,2021-04-06,30,ConMod,Warm,3692
Mojave,AVRCD,2021-03-17,2021-04-06,31,Seed,Cool,3693
Mojave,AVRCD,2021-03-17,2021-04-06,32,Control,None,3694
Mojave,AVRCD,2021-03-17,2021-04-06,33,Pellets,Warm,3695
Mojave,AVRCD,2021-03-17,2021-04-06,34,Pits,Warm,3696
Mojave,AVRCD,2021-03-17,2021-04-06,35,Mulch,Warm,3697
Mojave,AVRCD,2021-03-17,2021-04-06,36,ConMod,Cool,3698
Mojave,AVRCD,2021-03-17,2021-04-06,37,Pellets,Cool,3699
Mojave,AVRCD,2021-03-17,2021-04-06,38,Mulch,Cool,3700
Mojave,AVRCD,2021-03-17,2021-04-06,39,Seed,Warm,3701
Mojave,AVRCD,2021-03-17,2021-04-06,40,Pits,Cool,3702
Mojave,AVRCD,2021-03-17,2021-04-06,41,ConMod,Warm,3703
Mojave,AVRCD,2021-03-17,2021-04-06,42,Pellets,Warm,3704
Mojave,AVRCD,2021-03-17,2021-04-06,43,Pits,Warm,3705
Mojave,AVRCD,2021-03-17,2021-04-06,44,Mulch,Warm,3706
Colorado Plateau,BarTBar,2018-07-25,2019-04-16,33,Mulch,Med-Warm,1006
Chihuahuan,Mesquite,2020-08-05,2021-10-10,233,Control,Medium,6158
Chihuahuan,Mesquite,2020-08-05,2021-10-10,234,Mulch,Warm,6159
Chihuahuan,Mesquite,2020-08-05,2021-10-10,235,Seed,Medium,6160
Sonoran SE,Patagonia,2019-08-09,2021-03-12,33,`ConMod,Medium,4970
Utah,Salt_Desert,2018-10-31,2019-03-29,32,Pits,Med-Warm,4027
Colorado Plateau,Spiderweb,2020-07-21,2021-09-29,29,Mulch,Med-Warm,3235
Sonoran SE,SRER,2019-08-09,2022-03-24,12,Seed,Medium,5057
Utah,UtahPJ,2018-10-29,2019-04-26,29,Pits,Cool-Med,4168
Utah,UtahPJ,2018-10-29,2019-05-16,29,Pits,Cool-Med,4242
Utah,UtahPJ,2018-10-29,2019-07-02,29,Pits,Cool-Med,4461
Utah,UtahPJ,2018-10-29,2019-04-26,34,ConMod,Cool,4174
Utah,UtahPJ,2018-10-29,2019-05-16,34,ConMod,Cool,4248
Utah,UtahPJ,2018-10-29,2019-05-29,34,ConMod,Cool,4357
Utah,UtahPJ,2018-10-29,2019-07-02,34,ConMod,Cool,4467
Utah,CRC,2018-10-17,2019-07-24,4,Con/Mod,Med-Warm,4473
Utah,CRC,2018-10-17,2019-07-24,7,Con/Mod,Cool-Med,4476
Utah,CRC,2018-10-17,2019-07-24,15,Con/Mod,Med-Warm,4484
Utah,CRC,2018-10-17,2019-07-24,20,Con/Mod,Cool-Med,4489
Utah,CRC,2018-10-17,2019-07-24,22,Con/Mod,Med-Warm,4491
Utah,CRC,2018-10-17,2019-07-24,29,Con/Mod,Med-Warm,4498
Utah,CRC,2018-10-17,2019-07-24,35,Con/Mod,Cool-Med,4504
Utah,UtahPJ,2018-10-29,2019-08-06,3,Con/Mod,Cool-Med,4508
Utah,UtahPJ,2018-10-29,2019-08-06,8,Con/Mod,Cool,4513
Utah,UtahPJ,2018-10-29,2019-08-06,14,Con/Mod,Cool-Med,4519
Utah,UtahPJ,2018-10-29,2019-08-06,18,Con/Mod,Cool,4523
Utah,UtahPJ,2018-10-29,2019-08-06,22,Con/Mod,Cool-Med,4527
Utah,UtahPJ,2018-10-29,2019-08-06,27,Con/Mod,Cool,4532
Utah,UtahPJ,2018-10-29,2019-08-06,31,Con/Mod,Cool-Med,4536
Utah,Salt_Desert,2018-10-31,2019-08-07,4,Con/Mod,Cool-Med,4545
Utah,Salt_Desert,2018-10-31,2019-08-07,6,Con/Mod,Med-Warm,4547
Utah,Salt_Desert,2018-10-31,2019-08-07,11,Con/Mod,Cool-Med,4552
Utah,Salt_Desert,2018-10-31,2019-08-07,16,Con/Mod,Med-Warm,4557
Utah,Salt_Desert,2018-10-31,2019-08-07,17,Con/Mod,Cool-Med,4558
Utah,Salt_Desert,2018-10-31,2019-08-07,23,Con/Mod,Med-Warm,4564
Utah,Salt_Desert,2018-10-31,2019-08-07,28,Con/Mod,Cool-Med,4569
Utah,Salt_Desert,2018-10-31,2019-08-07,36,Con/Mod,Med-Warm,4577
Sonoran Central,Pleasant,2019-12-19,2023-03-24,4,Seed only,Warm,6315
Sonoran Central,Pleasant,2019-12-19,2023-03-24,8,Seed only,Cool,6319
Sonoran Central,Pleasant,2019-12-19,2023-03-24,12,Seed only,Warm,6323
Sonoran Central,Pleasant,2019-12-19,2023-03-24,15,Seed only,Cool,6326
Sonoran Central,Pleasant,2019-12-19,2023-03-24,22,Seed only,Warm,6333
Sonoran Central,Pleasant,2019-12-19,2023-03-24,23,Seed only,Cool,6334
Sonoran Central,Pleasant,2019-12-19,2023-03-24,30,Seed only,Warm,6341
Sonoran Central,Pleasant,2019-12-19,2023-03-24,32,Seed only,Cool,6343
