Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,MonitorID
Chihuahuan,Mesquite,2020-08-05,2020-12-13,229,Pits,Warm,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,230,Seed,Warm,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,231,Pits,Medium,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,232,ConMod,Warm,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,233,Control,None,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,234,Seed,Medium,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,235,Mulch,Medium,NA
Chihuahuan,Mesquite,2020-08-05,2020-12-13,236,ConMod,Medium,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,1,ConMod,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,2,Pits,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,3,Seed,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,4,Mulch,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,5,ConMod,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,6,Control,None,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,7,Pits,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,8,Seed,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,9,Mulch,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,10,Seed,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,11,ConMod,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,12,Mulch,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,13,ConMod,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,14,Control,None,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,15,Pits,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,16,ConMod,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,17,Seed,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,18,Pits,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,19,Seed,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,20,Mulch,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,21,ConMod,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,22,Control,None,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,23,Mulch,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,24,Seed,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,25,Pits,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,26,Seed,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,27,Mulch,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,28,ConMod,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,29,Pits,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,30,Control,None,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,31,Pits,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,32,ConMod,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,33,Mulch,Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,34,Pits,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,35,Seed,Med-Warm,NA
Colorado Plateau,PEFO,2018-08-15,2022-04-12,36,Mulch,Med-Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,1,Mulch,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,2,Seed,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,3,Pits,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,4,ConMod,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,5,Control,None,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,6,Seed,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,7,Pits,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,8,Control,None,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,9,Mulch,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,10,Seed,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,11,Seed,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,12,ConMod,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,13,Mulch,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,14,ConMod,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,15,Seed,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,16,Pits,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,17,ConMod,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,18,Pits,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,19,Mulch,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,20,ConMod,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,21,Seed,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,22,Pits,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,23,Seed,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,24,ConMod,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,25,Mulch,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,26,ConMod,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,27,Pits,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,28,Mulch,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,29,Control,None,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,30,Pits,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,31,Mulch,Cool,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,32,Seed,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,33,Mulch,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,34,ConMod,Warm,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,35,Control,None,NA
Sonoran Central,Preserve,2019-09-25,2020-03-26,36,Pits,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,1,Pits,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,2,Seed,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,3,ConMod,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,4,Mulch,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,5,Pits,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,6,ConMod,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,7,Seed,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,8,Pits,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,9,Control,None,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,10,ConMod,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,11,Seed,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,12,Control,None,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,13,Pits,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,14,Mulch,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,15,ConMod,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,16,Seed,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,17,Pits,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,18,Mulch,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,19,ConMod,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,20,Seed,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,21,Pits,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,22,Mulch,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,23,Mulch,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,24,ConMod,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,25,Control,None,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,26,Mulch,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,27,Pits,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,28,ConMod,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,29,Mulch,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,30,Seed,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,31,Mulch,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,32,ConMod,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,33,Pits,Warm,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,34,Seed,Cool,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,35,Control,None,NA
Sonoran Central,Roosevelt,2019-09-22,2020-03-25,36,Seed,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,1,Mulch,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,2,ConMod,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,3,Control,None,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,4,Seed,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,5,Pits,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,6,ConMod,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,7,Mulch,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,8,Seed,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,9,Mulch,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,10,Pits,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,11,ConMod,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,12,Control,None,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,13,Seed,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,14,ConMod,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,15,Control,None,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,16,Seed,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,17,Mulch,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,18,Pits,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,19,Mulch,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,20,ConMod,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,21,Pits,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,22,Seed,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,23,ConMod,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,24,Pits,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,25,Seed,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,26,ConMod,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,27,Mulch,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,28,Pits,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,29,Control,None,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,30,Mulch,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,31,Pits,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,32,Seed,Cool,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,33,ConMod,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,34,Mulch,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,35,Seed,Warm,NA
Sonoran Central,SCC,2019-09-21,2020-03-27,36,Pits,Warm,NA
Utah,UtahPJ,2018-10-29,2019-04-26,34,ConMod,Cool,4174
Utah,UtahPJ,2018-10-29,2019-05-16,34,ConMod,Cool,4248
Utah,UtahPJ,2018-10-29,2019-05-29,34,ConMod,Cool,4357
Utah,UtahPJ,2018-10-29,2019-07-02,34,ConMod,Cool,4467
Utah,CRC,2018-10-17,2019-07-24,4,Con/Mod,Med-Warm,4473
Utah,CRC,2018-10-17,2019-07-24,7,Con/Mod,Cool-Med,4476
Utah,CRC,2018-10-17,2019-07-24,15,Con/Mod,Med-Warm,4484
Utah,CRC,2018-10-17,2019-07-24,20,Con/Mod,Cool-Med,4489
Utah,CRC,2018-10-17,2019-07-24,22,Con/Mod,Med-Warm,4491
Utah,CRC,2018-10-17,2019-07-24,29,Con/Mod,Med-Warm,4498
Utah,CRC,2018-10-17,2019-07-24,35,Con/Mod,Cool-Med,4504
Utah,UtahPJ,2018-10-29,2019-08-06,3,Con/Mod,Cool-Med,4508
Utah,UtahPJ,2018-10-29,2019-08-06,8,Con/Mod,Cool,4513
Utah,UtahPJ,2018-10-29,2019-08-06,14,Con/Mod,Cool-Med,4519
Utah,UtahPJ,2018-10-29,2019-08-06,18,Con/Mod,Cool,4523
Utah,UtahPJ,2018-10-29,2019-08-06,22,Con/Mod,Cool-Med,4527
Utah,UtahPJ,2018-10-29,2019-08-06,27,Con/Mod,Cool,4532
Utah,UtahPJ,2018-10-29,2019-08-06,31,Con/Mod,Cool-Med,4536
Utah,Salt_Desert,2018-10-31,2019-08-07,4,Con/Mod,Cool-Med,4545
Utah,Salt_Desert,2018-10-31,2019-08-07,6,Con/Mod,Med-Warm,4547
Utah,Salt_Desert,2018-10-31,2019-08-07,11,Con/Mod,Cool-Med,4552
Utah,Salt_Desert,2018-10-31,2019-08-07,16,Con/Mod,Med-Warm,4557
Utah,Salt_Desert,2018-10-31,2019-08-07,17,Con/Mod,Cool-Med,4558
Utah,Salt_Desert,2018-10-31,2019-08-07,23,Con/Mod,Med-Warm,4564
Utah,Salt_Desert,2018-10-31,2019-08-07,28,Con/Mod,Cool-Med,4569
Utah,Salt_Desert,2018-10-31,2019-08-07,36,Con/Mod,Med-Warm,4577
Sonoran Central,Pleasant,2019-12-19,2023-03-24,4,Seed only,Warm,6315
Sonoran Central,Pleasant,2019-12-19,2023-03-24,8,Seed only,Cool,6319
Sonoran Central,Pleasant,2019-12-19,2023-03-24,12,Seed only,Warm,6323
Sonoran Central,Pleasant,2019-12-19,2023-03-24,15,Seed only,Cool,6326
Sonoran Central,Pleasant,2019-12-19,2023-03-24,22,Seed only,Warm,6333
Sonoran Central,Pleasant,2019-12-19,2023-03-24,23,Seed only,Cool,6334
Sonoran Central,Pleasant,2019-12-19,2023-03-24,30,Seed only,Warm,6341
Sonoran Central,Pleasant,2019-12-19,2023-03-24,32,Seed only,Cool,6343
