Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,CodeOriginal,Code,Name,Native,Duration,Lifeform,Count,Height,raw.row,MonitorID,SpeciesSeeded
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,4,Pits,Med-Warm,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,1,32,46,40,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,4,Pits,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,19,17,47,40,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,5,Seed,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,2,6,48,41,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,5,Seed,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,60,9,49,41,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,5,Seed,Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,1,4,50,41,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,5,Seed,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,5,3,51,41,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,6,ConMod,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,33,18,52,42,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,6,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,8,3,53,42,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,7,Mulch,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,5,3,54,43,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,7,Mulch,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,74,21,55,43,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,7,Mulch,Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,2,4,56,43,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,7,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,14,3,57,43,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,8,Seed,Med-Warm,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,2,58,44,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,8,Seed,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,29,15,59,44,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,8,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,2,3,60,44,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,9,ConMod,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,1,4,61,45,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,9,ConMod,Warm,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,4,62,45,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,9,ConMod,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,32,18,63,45,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,9,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,10,2,64,45,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,10,Mulch,Med-Warm,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,4,18,65,46,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,10,Mulch,Med-Warm,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,2,66,46,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,10,Mulch,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,6,19,67,46,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,10,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,10,2,68,46,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,11,Seed,Warm,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,1,12,69,47,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,11,Seed,Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,1,4,70,47,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,11,Seed,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,48,17,71,47,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,11,Seed,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,19,2,72,47,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,12,ConMod,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,67,19,73,48,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,12,ConMod,Med-Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,7,5,74,48,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,12,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,29,4,75,48,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,13,Pits,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,36,19,76,49,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,13,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,2,2,77,49,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,14,Control,None,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,1,34,78,50,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,14,Control,None,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,32,17,79,50,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,14,Control,None,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,2,80,50,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,15,Pits,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,26,17,81,51,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,16,Mulch,Warm,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,2,5,82,52,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,16,Mulch,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,28,16,83,52,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,16,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,9,2,84,52,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,17,Seed,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,23,17,85,53,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,17,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,13,2,86,53,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,18,ConMod,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,8,87,54,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,18,ConMod,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,25,17,88,54,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,18,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,13,2,89,54,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,19,Seed,Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,4,4,90,55,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,19,Seed,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,2,91,55,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,19,Seed,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,17,16,92,55,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,19,Seed,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,20,3,93,55,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,20,Pits,Warm,UNFO4,UNFO4.AguaFria,"Unknown forb 4, AguaFria",Unknown,Unknown,Forb,1,3,94,56,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,20,Pits,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,26,16,95,56,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,20,Pits,Warm,SECO10,SECO10,Senna covesii,Native,Perennial,Forb,1,3,96,56,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,20,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,2,3,97,56,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,21,ConMod,Med-Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,4,2,98,57,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,21,ConMod,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,22,16,99,57,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,21,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,6,3,100,57,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,22,Mulch,Med-Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,5,3,101,58,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,22,Mulch,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,14,16,102,58,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,22,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,7,3,103,58,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,23,Control,None,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,6,16,104,59,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,23,Control,None,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,4,3,105,59,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,24,Mulch,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,3,7,106,60,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,24,Mulch,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,29,17,107,60,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,24,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,13,2,108,60,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,25,Pits,Med-Warm,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,3,109,61,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,25,Pits,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,18,14,110,61,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,25,Pits,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,3,2,111,61,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,26,Seed,Med-Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,4,4,112,62,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,26,Seed,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,53,14,113,62,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,26,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,31,3,114,62,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,27,ConMod,Warm,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,1,34,115,63,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,27,ConMod,Warm,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,14,116,63,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,27,ConMod,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,29,16,117,63,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,27,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,28,2,118,63,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,28,Pits,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,17,12,119,64,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,28,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,2,120,64,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,29,Mulch,Med-Warm,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,1,53,121,65,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,29,Mulch,Med-Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,3,4,122,65,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,29,Mulch,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,12,16,123,65,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,29,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,21,2,124,65,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,30,ConMod,Med-Warm,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,5,3,125,66,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,30,ConMod,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,13,17,126,66,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,30,ConMod,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,20,2,127,66,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,31,Pits,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,3,7,128,67,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,31,Pits,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,2,129,67,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,32,Pits,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,14,14,130,68,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,32,Pits,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,1,2,131,68,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,33,Seed,Warm,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,4,18,132,69,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,33,Seed,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,4,133,69,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,33,Seed,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,47,16,134,69,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,33,Seed,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,15,2,135,69,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,34,ConMod,Warm,ASTU,ASTU,Asclepias tuberosa,Native,Perennial,Forb,1,2,136,70,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,34,ConMod,Warm,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,37,137,70,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,34,ConMod,Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,9,16,138,70,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,34,ConMod,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,17,4,139,70,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,35,Control,None,UNGR2,UNGR2.AguaFria,"Unknown grass 2, AguaFria",Native,Unknown,Grass,3,36,140,71,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,35,Control,None,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,34,2,141,71,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,36,Mulch,Warm,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,13,43,142,72,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,36,Mulch,Warm,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,6,39,143,72,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-10,36,Mulch,Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,24,3,144,72,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,1,Mulch,Med-Warm,UNGR4,UNGR4.AguaFria,"Unknown grass 4, AguaFria",Unknown,Unknown,Grass,8,55,145,73,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,1,Mulch,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,47,15,146,73,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,1,Mulch,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,17,25,147,73,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,1,Mulch,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,3,20,148,73,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,UNGR1,UNGR1.AguaFria,"Unknown grass 1, AguaFria",Native,Unknown,Grass,1,11,149,74,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,UNGR4,UNGR4.AguaFria,"Unknown grass 4, AguaFria",Unknown,Unknown,Grass,3,51,150,74,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,15,151,74,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,12,25,152,74,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,9,65,153,74,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,1,20,154,74,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,2,Seed,Med-Warm,MEOF,MEOF,Melilotus officinalis,Introduced,Unknown,Forb,1,2,155,74,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,3,Control,None,UNGR4,UNGR4.AguaFria,"Unknown grass 4, AguaFria",Unknown,Unknown,Grass,1,43,156,75,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,3,Control,None,UNFO2,UNFO2.AguaFria,"Unknown forb 2, AguaFria",Unknown,Unknown,Forb,1,7,157,75,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,3,Control,None,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,6,15,158,75,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,3,Control,None,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,5,18,159,75,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,3,Control,None,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,2,16,160,75,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,4,Pits,Med-Warm,UNGR4,UNGR4.AguaFria,"Unknown grass 4, AguaFria",Unknown,Unknown,Grass,3,55,161,76,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,4,Pits,Med-Warm,UNGR3,UNGR3.AguaFria,"Unknown grass 3, AguaFria",Native,Unknown,Grass,1,73,162,76,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,4,Pits,Med-Warm,LEPA6,LEPA6,Leptochloa panicea,Native,Unknown,Grass,32,23,163,76,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,4,Pits,Med-Warm,BRNI,BRNI,Brassica nigra,Introduced,Annual,Forb,9,8,164,76,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,5,Seed,Warm,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,1,6,165,77,Yes
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,5,Seed,Warm,UNFO1,UNFO1.AguaFria,"Unknown forb 1, AguaFria",Unknown,Unknown,Forb,1,36,166,77,No
Colorado Plateau,AguaFria,2018-09-05,2018-10-26,5,Seed,Warm,UNFO5,UNFO5.AguaFria,"Unknown forb 5, AguaFria",Unknown,Unknown,Forb,1,4,167,77,No
